Time,Stress
410,0.666667
411,0.230769
412,0.794872
413,0.25641
414,0.769231
415,0.230769
416,0.666667
417,0.230769
418,0.666667
419,0.230769
420,0.794872
421,0.25641
422,0.769231
423,0.230769
424,0.666667
425,0.230769
426,0.666667
427,0.230769
428,0.794872
429,0.230769
430,0.666667
431,0.230769
432,0.769231
433,0.25641
434,0.794872
435,0.230769
436,0.666667
437,0.230769
438,0.666667
439,0.230769
440,0.666667
441,0.230769
442,0.666667
443,0.230769
444,0.666667
445,0.230769
446,0.666667
447,0.230769
448,0.666667
449,0.230769
450,0.794872
451,0.230769
452,0.666667
453,0.230769
454,0.794872
455,0.25641
456,0.769231
457,0.230769
458,0.666667
459,0.230769
460,0.666667
461,0.230769
462,0.769231
463,0.25641
464,0.794872
465,0.230769
466,0.666667
467,0.230769
468,0.666667
469,0.230769
470,0.666667
471,0.230769
472,0.794872
473,0.25641
474,0.769231
475,0.230769
476,0.666667
477,0.230769
478,0.666667
479,0.230769
480,0.794872
481,0.230769
482,0.666667
483,0.230769
484,0.666667
485,0.230769
486,0.666667
487,0.230769
488,0.666667
489,0.230769
490,0.666667
491,-0.025641
492,0.410256
493,-0.025641
494,0.410256
495,-0.0769231
496,0.435897
497,-0.102564
498,0.794872
499,0.230769
500,0.666667
501,0.230769
502,0.666667
503,0.230769
504,0.666667
505,0.230769
506,0.794872
507,0.230769
508,0.794872
509,0.230769
510,0.794872
511,0.230769
512,0.666667
513,0.230769
514,0.666667
515,0.230769
516,0.666667
517,0.230769
518,0.666667
519,0.230769
520,0.769231
521,0.25641
522,0.794872
523,0.230769
524,0.666667
525,0.230769
526,0.794872
527,0.25641
528,0.769231
529,0.230769
530,0.666667
531,0.230769
532,0.666667
533,0.230769
534,0.666667
535,0.230769
536,0.794872
537,0.230769
538,0.666667
539,0.230769
540,0.794872
541,0.25641
542,0.769231
543,0.230769
544,0.794872
545,0.230769
546,0.666667
547,0.230769
548,0.666667
549,0.230769
550,0.794872
551,0.230769
552,0.666667
553,0.230769
554,0.769231
555,0.25641
556,0.769231
557,0.25641
558,0.794872
559,0.230769
560,0.666667
561,0.230769
562,0.666667
563,0.230769
564,0.794872
565,0.230769
566,0.666667
567,0.230769
568,0.666667
569,0.230769
570,0.666667
571,0.230769
572,0.794872
573,0.230769
574,0.666667
575,0.230769
576,0.769231
577,0.25641
578,0.794872
579,0.230769
580,0.666667
581,0.230769
582,0.666667
583,0.230769
584,0.666667
585,0.230769
586,0.666667
587,0.230769
588,0.794872
589,0.230769
590,0.666667
591,0.230769
592,0.794872
593,0.230769
594,0.666667
595,0.230769
596,0.794872
597,0.230769
598,0.666667
599,0.230769
600,0.666667
601,0.230769
602,0.794872
603,0.230769
604,0.666667
605,0.230769
606,0.666667
607,0.230769
608,0.794872
609,0.230769
610,0.666667
611,0.230769
612,0.666667
613,0.230769
614,0.666667
615,0.230769
616,0.666667
617,0.230769
618,0.794872
619,0.230769
620,0.666667
621,0.230769
622,0.666667
623,0.230769
624,0.794872
625,0.230769
626,0.666667
627,0.230769
628,0.666667
629,0.230769
630,0.794872
631,0.230769
632,0.666667
633,0.230769
634,0.666667
635,0.230769
636,0.769231
637,0.25641
638,0.794872
639,0.25641
640,0.769231
641,0.230769
642,0.666667
643,0.230769
644,0.794872
645,0.230769
646,0.666667
647,0.230769
648,0.794872
649,0.230769
650,0.666667
651,0.230769
652,0.666667
653,0.230769
654,0.666667
655,0.230769
656,0.794872
657,0.230769
658,0.666667
659,0.230769
660,0.666667
661,0.230769
662,0.794872
663,0.25641
664,0.769231
665,0.230769
666,0.666667
667,0.230769
668,0.666667
669,0.230769
670,0.666667
671,0.230769
672,0.794872
673,0.25641
674,0.769231
675,0.230769
676,0.666667
677,0.230769
678,0.666667
679,0.230769
680,0.794872
681,0.230769
682,0.666667
683,0.230769
684,0.666667
685,0.230769
686,0.794872
687,0.230769
688,0.666667
689,0.230769
690,0.666667
691,0.230769
692,0.794872
693,0.230769
694,0.666667
695,0.230769
696,0.794872
697,0.230769
698,0.666667
699,0.230769
700,0.666667
701,0.230769
702,0.666667
703,0.230769
704,0.666667
705,0.230769
706,0.666667
707,0.230769
708,0.666667
709,0.230769
710,0.666667
711,0.230769
712,0.794872
713,0.230769
714,0.666667
715,0.230769
716,0.666667
717,0.230769
718,0.666667
719,0.230769
720,0.794872
721,0.230769
722,0.666667
723,0.230769
724,0.666667
725,0.230769
726,0.794872
727,0.230769
728,0.666667
729,0.230769
730,0.794872
731,0.25641
732,0.769231
733,0.230769
734,0.666667
735,0.230769
736,0.666667
737,0.230769
738,0.666667
739,0.230769
740,0.794872
741,0.25641
742,0.769231
743,0.230769
744,0.666667
745,0.230769
746,0.666667
747,0.230769
748,0.666667
749,0.230769
750,0.666667
751,0.230769
752,0.666667
753,0.230769
754,0.794872
755,0.230769
756,0.666667
757,0.230769
758,0.666667
759,0.230769
760,0.769231
761,0.25641
762,0.794872
763,0.25641
764,0.769231
765,0.230769
766,0.794872
767,0.230769
768,0.666667
769,0.230769
770,0.666667
771,0.230769
772,0.794872
773,0.25641
774,0.769231
775,0.230769
776,0.666667
777,0.230769
778,0.769231
779,0.25641
780,0.794872
781,0.230769
782,0.666667
783,0.230769
784,0.666667
785,0.230769
786,0.666667
787,0.230769
788,0.794872
789,0.230769
790,0.794872
791,0.230769
792,0.666667
793,0.230769
794,0.666667
795,0.230769
796,0.666667
797,0.230769
798,0.794872
799,0.230769
800,0.666667
801,0.230769
802,0.666667
803,0.230769
804,0.794872
805,0.230769
806,0.666667
807,0.230769
808,0.666667
809,0.230769
810,0.666667
811,0.230769
812,0.769231
813,0.25641
814,0.794872
815,0.25641
816,0.769231
817,0.230769
818,0.666667
819,0.230769
820,0.666667
821,0.230769
822,0.769231
823,0.25641
824,0.794872
825,0.230769
826,0.666667
827,0.230769
828,0.666667
829,0.230769
830,0.794872
831,0.230769
832,0.666667
833,0.230769
834,0.666667
835,0.230769
836,0.666667
837,0.230769
838,0.666667
839,0.230769
840,0.769231
841,0.25641
842,0.794872
843,0.230769
844,0.666667
845,0.230769
846,0.666667
847,0.230769
848,0.666667
849,0.230769
850,0.769231
851,0.25641
852,0.794872
853,0.25641
854,0.769231
855,0.230769
856,0.666667
857,0.230769
858,0.794872
859,0.230769
860,0.666667
861,0.230769
862,0.666667
863,0.230769
864,0.666667
865,0.230769
866,0.666667
867,0.230769
868,0.794872
869,0.25641
870,0.769231
871,0.230769
872,0.666667
873,0.230769
874,0.666667
875,0.230769
876,0.794872
877,0.25641
878,0.769231
879,0.230769
880,0.666667
881,0.230769
882,0.769231
883,0.25641
884,0.794872
885,0.230769
886,0.666667
887,0.230769
888,0.666667
889,0.230769
890,0.666667
891,0.230769
892,0.794872
893,0.230769
894,0.666667
895,0.230769
896,0.666667
897,0.230769
898,0.794872
899,0.25641
900,0.769231
901,0.230769
902,0.666667
903,0.205128
904,0.666667
905,0.205128
906,0.666667
907,0.205128
908,0.666667
909,0.205128
910,0.666667
911,0.205128
912,0.666667
913,0.205128
914,0.666667
915,0.0512821
916,0.666667
917,0.205128
918,0.666667
919,0.205128
920,0.666667
921,0.205128
922,0.666667
923,0.205128
924,0.666667
925,0.205128
926,0.666667
927,0.205128
928,0.666667
929,0.205128
930,0.666667
931,0.205128
932,0.666667
933,0.205128
934,0.666667
935,0.205128
936,0.666667
937,0.0512821
938,0.666667
939,0.205128
940,0.666667
941,0.205128
942,0.666667
943,0.205128
944,0.666667
945,0.205128
946,0.666667
947,0.205128
948,0.666667
949,0.205128
950,0.666667
951,0.205128
952,0.666667
953,0.205128
954,0.666667
955,0.205128
956,0.666667
957,0.0512821
958,0.666667
959,0.205128
960,0.666667
961,0.205128
962,0.666667
963,0.205128
964,0.666667
965,0.205128
966,0.666667
967,0.205128
968,0.666667
969,0.205128
970,0.666667
971,0.205128
972,0.666667
973,0.205128
974,0.666667
975,0.205128
976,0.666667
977,0.0512821
978,0.666667
979,0.205128
980,0.666667
981,0.205128
982,0.666667
983,0.205128
984,0.666667
985,0.205128
986,0.666667
987,0.205128
988,0.666667
989,0.205128
990,0.666667
991,0.205128
992,0.666667
993,0.205128
994,0.666667
995,0.205128
996,0.666667
997,0.205128
998,0.666667
999,0.0512821
1000,0.666667
1001,0.205128
1002,0.666667
1003,0.205128
1004,0.820513
1005,0.282051
1006,0.820513
1007,0.282051
1008,0.820513
1009,0.282051
1010,0.820513
1011,0.282051
1012,0.820513
1013,0.282051
1014,0.820513
1015,0.282051
1016,0.820513
1017,0.282051
1018,0.820513
1019,0.282051
1020,0.820513
1021,0.282051
1022,0.820513
1023,0.282051
1024,0.820513
1025,0.282051
1026,0.820513
1027,0.282051
1028,0.820513
1029,0.282051
1030,0.820513
1031,0.282051
1032,0.820513
1033,0.282051
1034,0.820513
1035,0.282051
1036,0.820513
1037,0.282051
1038,0.820513
1039,0.282051
1040,0.820513
1041,0.282051
1042,0.820513
1043,0.282051
1044,0.820513
1045,0.282051
1046,0.820513
1047,0.282051
1048,0.820513
1049,0.282051
1050,0.820513
1051,0.282051
1052,0.820513
1053,0.282051
1054,0.820513
1055,0.282051
1056,0.820513
1057,0.282051
1058,0.820513
1059,0.282051
1060,0.820513
1061,0.282051
1062,0.820513
1063,0.282051
1064,0.820513
1065,0.282051
1066,0.820513
1067,0.282051
1068,0.820513
1069,0.282051
1070,0.820513
1071,0.282051
1072,0.820513
1073,0.282051
1074,0.820513
1075,0.282051
1076,0.820513
1077,0.282051
1078,0.820513
1079,0.282051
1080,0.820513
1081,0.205128
1082,0.769231
1083,0.230769
1084,0.717949
1085,0.230769
1086,0.717949
1087,0.230769
1088,0.717949
1089,0.230769
1090,0.717949
1091,0.230769
1092,0.769231
1093,0.230769
1094,0.717949
1095,0.230769
1096,0.717949
1097,0.230769
1098,0.74359
1099,0.205128
1100,0.666667
1101,0.205128
1102,0.666667
1103,0.205128
1104,0.666667
1105,0.205128
1106,0.666667
1107,0.205128
1108,0.666667
1109,0.153846
1110,0.666667
1111,0.205128
1112,0.666667
1113,0.205128
1114,0.666667
1115,0.205128
1116,0.666667
1117,0.205128
1118,0.666667
1119,0.205128
1120,0.666667
1121,0.205128
1122,0.666667
1123,0.205128
1124,0.820513
1125,0.282051
1126,0.820513
1127,0.282051
1128,0.820513
1129,0.282051
1130,0.820513
1131,0.282051
1132,0.820513
1133,0.282051
1134,0.820513
1135,0.282051
1136,0.820513
1137,0.282051
1138,0.820513
1139,0.282051
1140,0.820513
1141,0.282051
1142,0.820513
1143,0.282051
1144,0.820513
1145,0.282051
1146,0.820513
1147,0.282051
1148,0.820513
1149,0.282051
1150,0.820513
1151,0.282051
1152,0.820513
1153,0.282051
1154,0.820513
1155,0.282051
1156,0.820513
1157,0.282051
1158,0.820513
1159,0.282051
1160,0.820513
1161,0.282051
1162,0.820513
1163,0.282051
1164,0.820513
1165,0.282051
1166,0.820513
1167,0.205128
1168,0.666667
1169,0.205128
1170,0.666667
1171,0.205128
1172,0.666667
1173,0.153846
1174,0.666667
1175,0.205128
1176,0.666667
1177,0.205128
1178,0.666667
1179,0.205128
1180,0.820513
1181,0.282051
1182,0.820513
1183,0.282051
1184,0.820513
1185,0.282051
1186,0.820513
1187,0.282051
1188,0.820513
1189,0.282051
1190,0.820513
1191,0.282051
1192,0.820513
1193,0.282051
1194,0.820513
1195,0.282051
1196,0.820513
1197,0.282051
1198,0.820513
1199,0.282051
1200,0.820513
1201,0.282051
1202,0.820513
1203,0.282051
1204,0.820513
1205,0.282051
1206,0.820513
1207,0.282051
1208,0.820513
1209,0.282051
1210,0.820513
1211,0.282051
1212,0.820513
1213,0.282051
1214,0.820513
1215,0.282051
1216,0.820513
1217,0.282051
1218,0.820513
1219,0.282051
1220,0.820513
1221,0.205128
1222,0.666667
1223,0.205128
1224,0.666667
1225,0.205128
1226,0.666667
1227,0.205128
1228,0.666667
1229,0.205128
1230,0.666667
1231,0.205128
1232,0.666667
1233,0.153846
1234,0.666667
1235,0.205128
1236,0.666667
1237,0.205128
1238,0.820513
1239,0.282051
1240,0.820513
1241,0.282051
1242,0.820513
1243,0.282051
1244,0.820513
1245,0.282051
1246,0.820513
1247,0.282051
1248,0.820513
1249,0.282051
1250,0.820513
1251,0.282051
1252,0.820513
1253,0.282051
1254,0.820513
1255,0.282051
1256,0.820513
1257,0.282051
1258,0.820513
1259,0.282051
1260,0.820513
1261,0.282051
1262,0.820513
1263,0.282051
1264,0.820513
1265,0.282051
1266,0.820513
1267,0.282051
1268,0.820513
1269,0.282051
1270,0.820513
1271,0.282051
1272,0.820513
1273,0.282051
1274,0.820513
1275,0.282051
1276,0.820513
1277,0.282051
1278,0.820513
1279,0.282051
1280,0.820513
1281,0.282051
1282,0.820513
1283,0.282051
1284,0.820513
1285,0.282051
1286,0.820513
1287,0.282051
1288,0.820513
1289,0.282051
1290,0.820513
1291,0.282051
1292,0.820513
1293,0.282051
1294,0.820513
1295,0.282051
1296,0.820513
1297,0.205128
1298,0.666667
1299,0.205128
1300,0.666667
1301,0.205128
1302,0.666667
1303,0.205128
1304,0.666667
1305,0.205128
1306,0.666667
1307,0.205128
1308,0.666667
1309,0.205128
1310,0.666667
1311,0.205128
1312,0.666667
1313,0.205128
1314,0.666667
1315,0.205128
1316,0.666667
1317,0.205128
1318,0.666667
1319,0.153846
1320,0.666667
1321,0.205128
1322,0.666667
1323,0.205128
1324,0.666667
1325,0.205128
1326,0.666667
1327,0.205128
1328,0.666667
1329,0.205128
1330,0.666667
1331,0.205128
1332,0.666667
1333,0.205128
1334,0.820513
1335,0.282051
1336,0.820513
1337,0.282051
1338,0.820513
1339,0.282051
1340,0.820513
1341,0.282051
1342,0.820513
1343,0.282051
1344,0.820513
1345,0.282051
1346,0.820513
1347,0.282051
1348,0.820513
1349,0.282051
1350,0.820513
1351,0.102564
1352,0.538462
1353,0.102564
1354,0.538462
1355,0.102564
1356,0.538462
1357,0.102564
1358,0.538462
1359,0.102564
1360,0.538462
1361,0.102564
1362,0.538462
1363,0.102564
1364,0.538462
1365,0.102564
1366,0.538462
1367,0.102564
1368,0.589744
1369,0.102564
1370,0.538462
1371,0.102564
1372,0.538462
1373,0.102564
1374,0.538462
1375,0.102564
1376,0.538462
1377,0.102564
1378,0.538462
1379,0.102564
1380,0.538462
1381,0.102564
1382,0.538462
1383,0.102564
1384,0.538462
1385,0.102564
1386,0.538462
1387,0.102564
1388,0.538462
1389,0.102564
1390,0.538462
1391,0.102564
1392,0.538462
1393,0.102564
1394,0.538462
1395,0.102564
1396,0.538462
1397,0.025641
1398,0.538462
1399,0.102564
1400,0.538462
1401,0.102564
1402,0.538462
1403,0.102564
1404,0.769231
1405,0.230769
1406,0.717949
1407,0.230769
1408,0.717949
1409,0.230769
1410,0.717949
1411,0.230769
1412,0.769231
1413,0.230769
1414,0.717949
1415,0.230769
1416,0.717949
1417,0.282051
1418,0.820513
1419,0.282051
1420,0.820513
1421,0.282051
1422,0.820513
1423,0.282051
1424,0.820513
1425,0.282051
1426,0.820513
1427,0.282051
1428,0.820513
1429,0.282051
1430,0.820513
1431,0.282051
1432,0.820513
1433,0.282051
1434,0.820513
1435,0.282051
1436,0.820513
1437,0.282051
1438,0.820513
1439,0.282051
1440,0.820513
1441,0.282051
1442,0.820513
1443,0.282051
1444,0.820513
1445,0.282051
1446,0.820513
1447,0.282051
1448,0.820513
1449,0.282051
1450,0.820513
1451,0.282051
1452,0.820513
1453,0.282051
1454,0.820513
1455,0.282051
1456,0.820513
1457,0.282051
1458,0.820513
1459,0.282051
1460,0.820513
1461,0.282051
1462,0.820513
1463,0.282051
1464,0.820513
1465,0.282051
1466,0.820513
1467,0.282051
1468,0.820513
1469,0.282051
1470,0.820513
1471,0.205128
1472,0.666667
1473,0.205128
1474,0.666667
1475,0.205128
1476,0.666667
1477,0.205128
1478,0.666667
1479,0.205128
1480,0.666667
1481,0.205128
1482,0.666667
1483,0.153846
1484,0.666667
1485,0.205128
1486,0.666667
1487,0.205128
1488,0.820513
1489,0.282051
1490,0.820513
1491,0.282051
1492,0.820513
1493,0.230769
1494,0.717949
1495,0.230769
1496,0.717949
1497,0.230769
1498,0.717949
1499,0.230769
1500,0.769231
1501,0.230769
1502,0.717949
1503,0.230769
1504,0.717949
1505,0.230769
1506,0.769231
1507,0.230769
1508,0.717949
1509,0.230769
1510,0.717949
1511,0.230769
1512,0.769231
1513,0.102564
1514,0.538462
1515,0.102564
1516,0.538462
1517,0.102564
1518,0.538462
1519,0.102564
1520,0.538462
1521,0.102564
1522,0.538462
1523,0.102564
1524,0.538462
1525,0.102564
1526,0.538462
1527,0.102564
1528,0.538462
1529,0.102564
1530,0.538462
1531,0.102564
1532,0.538462
1533,0.102564
1534,0.538462
1535,0.102564
1536,0.538462
1537,0.102564
1538,0.538462
1539,0.102564
1540,0.538462
1541,0.102564
1542,0.692308
1543,0.102564
1544,0.692308
1545,0.102564
1546,0.538462
1547,0.102564
1548,0.538462
1549,0.102564
1550,0.692308
1551,0.102564
1552,0.589744
1553,0.102564
1554,0.538462
1555,0.102564
1556,0.538462
1557,0.102564
1558,0.538462
1559,0.102564
1560,0.538462
1561,0.102564
1562,0.538462
1563,0.102564
1564,0.74359
1565,0.230769
1566,0.717949
1567,0.230769
1568,0.717949
1569,0.230769
1570,0.717949
1571,0.230769
1572,0.717949
1573,0.230769
1574,0.717949
1575,0.230769
1576,0.769231
1577,0.230769
1578,0.717949
1579,0.230769
1580,0.717949
1581,0.230769
1582,0.717949
1583,0.230769
1584,0.717949
1585,0.230769
1586,0.717949
1587,0.230769
1588,0.74359
1589,0.102564
1590,0.538462
1591,0.102564
1592,0.538462
1593,0.102564
1594,0.538462
1595,0.102564
1596,0.538462
1597,0.102564
1598,0.769231
1599,0.230769
1600,0.717949
1601,0.230769
1602,0.717949
1603,0.230769
1604,0.717949
1605,0.230769
1606,0.717949
1607,0.230769
1608,0.769231
1609,0.230769
1610,0.717949
1611,0.230769
1612,0.769231
1613,0.230769
1614,0.717949
1615,0.230769
1616,0.717949
1617,0.230769
1618,0.717949
1619,0.230769
1620,0.769231
1621,0.230769
1622,0.717949
1623,0.230769
1624,0.717949
1625,0.230769
1626,0.717949
1627,0.230769
1628,0.717949
1629,0.230769
1630,0.769231
1631,0.230769
1632,0.717949
1633,0.230769
1634,0.717949
1635,-0.0512821
1636,0.538462
1637,0.102564
1638,0.538462
1639,0.102564
1640,0.538462
1641,0.102564
1642,0.692308
1643,0.102564
1644,0.692308
1645,0.0769231
1646,0.692308
1647,0.102564
1648,0.692308
1649,0.102564
1650,0.692308
1651,0.102564
1652,0.538462
1653,0.102564
1654,0.538462
1655,0.102564
1656,0.538462
1657,0.102564
1658,0.538462
1659,0.102564
1660,0.538462
1661,0.102564
1662,0.538462
1663,0.102564
1664,0.538462
1665,0.102564
1666,0.538462
1667,0.102564
1668,0.538462
1669,0.102564
1670,0.538462
1671,0.102564
1672,0.538462
1673,0.102564
1674,0.538462
1675,0.102564
1676,0.538462
1677,0.102564
1678,0.538462
1679,0.102564
1680,0.538462
1681,0.102564
1682,0.538462
1683,0.102564
1684,0.538462
1685,0.102564
1686,0.538462
1687,0.102564
1688,0.538462
1689,0.102564
1690,0.538462
1691,0.102564
1692,0.538462
1693,0.102564
1694,0.538462
1695,0.102564
1696,0.538462
1697,0.102564
1698,0.589744
1699,0.102564
1700,0.538462
1701,0.102564
1702,0.538462
1703,0.102564
1704,0.538462
1705,0.102564
1706,0.538462
1707,0.102564
1708,0.538462
1709,0.102564
1710,0.538462
1711,0.102564
1712,0.538462
1713,0.102564
1714,0.538462
1715,0.102564
1716,0.538462
1717,0.102564
1718,0.538462
1719,0.102564
1720,0.538462
1721,0.102564
1722,0.538462
1723,0.102564
1724,0.538462
1725,0.102564
1726,0.538462
1727,0.102564
1728,0.538462
1729,0.025641
1730,0.538462
1731,0.102564
1732,0.538462
1733,0.102564
1734,0.692308
1735,0.102564
1736,0.538462
1737,0.102564
1738,0.692308
1739,0.0769231
1740,0.692308
1741,0.102564
1742,0.692308
1743,0.153846
1744,0.666667
1745,0.102564
1746,0.538462
1747,0.102564
1748,0.538462
1749,0.102564
1750,0.666667
1751,0.102564
1752,0.538462
1753,0.102564
1754,0.538462
1755,0.102564
1756,0.538462
1757,0.102564
1758,0.538462
1759,0.102564
1760,0.538462
1761,0.102564
1762,0.769231
1763,0.230769
1764,0.717949
1765,0.230769
1766,0.769231
1767,0.230769
1768,0.717949
1769,0.230769
1770,0.717949
1771,0.230769
1772,0.769231
1773,0.230769
1774,0.717949
1775,0.230769
1776,0.717949
1777,0.230769
1778,0.717949
1779,0.230769
1780,0.717949
1781,0.230769
1782,0.717949
1783,0.230769
1784,0.717949
1785,0.230769
1786,0.717949
1787,0.230769
1788,0.717949
1789,0.230769
1790,0.769231
1791,0.230769
1792,0.717949
1793,0.230769
1794,0.717949
1795,0.230769
1796,0.717949
1797,0.230769
1798,0.717949
1799,0.282051
1800,0.820513
1801,0.282051
1802,0.820513
1803,0.282051
1804,0.820513
1805,0.282051
1806,0.820513
1807,0.282051
1808,0.820513
1809,0.282051
1810,0.820513
1811,0.282051
1812,0.820513
1813,0.282051
1814,0.820513
1815,0.282051
1816,0.820513
1817,0.282051
1818,0.820513
1819,0.282051
1820,0.820513
1821,0.282051
1822,0.820513
1823,0.282051
1824,0.820513
1825,0.282051
1826,0.820513
1827,0.282051
1828,0.820513
1829,0.282051
1830,0.820513
1831,0.282051
1832,0.820513
1833,0.282051
1834,0.820513
1835,0.282051
1836,0.820513
1837,0.282051
1838,0.820513
1839,0.282051
1840,0.820513
1841,0.282051
1842,0.820513
1843,0.282051
1844,0.820513
1845,0.282051
1846,0.820513
1847,0.282051
1848,0.820513
1849,0.282051
1850,0.820513
1851,0.282051
1852,0.820513
1853,0.282051
1854,0.820513
1855,0.282051
1856,0.820513
1857,0.205128
1858,0.666667
1859,0.153846
1860,0.666667
1861,0.205128
1862,0.666667
1863,0.205128
1864,0.666667
1865,0.205128
1866,0.666667
1867,0.205128
1868,0.820513
1869,0.282051
1870,0.820513
